Id,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,Notes,purpose_cat,purpose,zip_code,addr_state,debt_to_income,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,prediction
0.6100610061006101,0.16923450558292738,0.05246130354347189,0.7243296841525622,0.059576837416481065,0.8032732235557267,0.0,0.3556271203877972,0.07526622463331326,0.16924088850013266,0.2761450703809588,0.44199288190324293,0.9863287762587529,0.0,0.8448275862068968,0.12,0.0,0.0,0.5526315789473685,0.0,0.014143266418687399,0.24600000000000002,0.3932584269662921,0.9999999999999998,0.0,0.5,0.0,0
0.48604860486048607,0.16923450558292738,0.05246130354347189,0.7243296841525622,0.02717149220489978,1.0000000000000004,0.0,0.3556271203877972,0.04896994258696386,0.16924088850013266,0.0,0.3197158070910417,0.19539846615538514,0.0,0.9137931034482776,0.0,0.0,0.0,0.15789473684210525,0.0,0.0005309108558432081,0.42700000000000005,0.0898876404494382,0.9999999999999998,0.0,0.5,0.704855721123943,0
0.4401440144014402,0.16923450558292738,0.05246130354347189,0.0,0.03897550111358574,0.0,0.0,0.3456134580844594,0.07526622463331326,0.16924088850013266,0.10705410745263197,0.4615384609466326,0.4464821607202401,0.0,0.8275862068965552,0.04,0.0,0.0,0.3157894736842105,0.0,0.008320640339782947,0.363,0.2921348314606741,0.9999999999999998,0.0,1.0,1.0,0
0.1416141614161416,0.04550855158170604,0.04940769837604192,0.0,0.3040089086859688,1.0000000000000004,0.0,0.3456134580844594,0.20020481310803895,0.16924088850013266,0.18437096410689346,0.2727272714862335,0.2694231410470157,0.0,0.7413793103448256,0.0,0.0,0.0,0.26315789473684215,0.0,0.1097594004765774,0.7440000000000001,0.3595505617977528,0.9999999999999998,0.0,1.0,0.0,0
0.862086208620862,0.16923450558292738,0.06873943874437236,0.0,0.07015590200445435,1.0000000000000004,0.0,0.3456134580844594,0.07526622463331326,0.16924088850013266,0.08296693327578197,0.4658703065903012,0.4764921640546849,0.0,0.7586206896551744,0.0,0.2583333333333333,0.0,0.26315789473684215,0.0,0.017584662059917554,0.531,0.3595505617977528,0.9999999999999998,0.0,0.0,0.0,0
0.368936893689369,0.16923450558292738,0.040561490297893826,0.6609072034353058,0.0752783964365256,0.0,0.0,0.3556271203877972,0.08114558472553701,0.22597255344576722,0.20235837384337063,0.4090909083187439,0.1597199066355452,0.0,0.775862068965516,0.08,0.275,0.9663865546218487,0.10526315789473684,0.3333333333333333,0.011468005787839408,0.24300000000000002,0.1348314606741573,0.9999999999999998,0.0,0.5,1.0,0
0.6140614061406141,0.16923450558292738,0.08010357806184587,0.6609072034353058,0.05790645879732739,0.0,0.0,0.3019285049377857,0.08114558472553701,0.16924088850013266,0.4328709562214711,0.44199288190324293,0.15938646215405136,0.0,0.8620689655172384,0.0,0.0,0.0,0.13157894736842105,0.0,0.006689808085250534,0.7690000000000001,0.056179775280898875,0.9999999999999998,0.0,1.0,0.704855721123943,0
0.4405440544054406,0.23662021542322992,0.0,0.7243296841525622,0.09131403118040089,1.0000000000000004,0.0,0.3556271203877972,0.07319641916798317,0.16924088850013266,0.3318677331031279,0.44199288190324293,0.4748249416472158,0.0,0.7931034482758648,0.04,0.35833333333333334,0.0,0.21052631578947367,0.0,0.006475290282343529,0.63,0.15730337078651685,0.9999999999999998,0.0,0.0,0.0,0
0.7045704570457045,0.16923450558292738,0.0438507905278126,0.7243296841525622,0.05567928730512249,1.0000000000000004,0.0,0.3556271203877972,0.07526622463331326,0.045515885107146534,0.21148433972258146,0.42307692235284755,0.4618206068689563,0.0,0.8793103448275872,0.0,0.0,0.0,0.21052631578947367,0.0,0.020303820156225283,0.9540000000000001,0.20224719101123595,0.9999999999999998,0.0,0.0,0.704855721123943,0
0.6138613861386139,0.16923450558292738,0.02128226342790726,0.7243296841525622,0.036748329621380846,0.0,0.0,0.3556271203877972,0.07526622463331326,0.16924088850013266,7.402795054779928e-15,0.3197158070910417,0.3601200400133378,0.0,0.775862068965516,0.0,0.0,0.0,0.26315789473684215,0.0,0.000729691831509932,0.028999999999999998,0.3033707865168539,0.9999999999999998,0.0,1.0,0.4156863861821867,0
